Name,Yc1314,Yc1415,Yc1516,Yc1617,Ass1516,Ass1617,Asr1314,Asr1415,Asr1516,Asr1617,Og1415,Og1516,Og1617,Og1314,Rc1314,Rc1415,Rc1516,Rc1617,Gf1314,Gf1415,Gf1516,Gf1617,Ge1314,Ge1415,Gr1314,Gr1415,Gr1516,Gr1617,Gv1314,Gv1415,Sf+1314,Sf+1415,Sf1314,Sf1415,Sf1516,Sf1617,Sa1314,Sa1415,Sa1516,Sa1617,Pg1314,Pg1415,Pg1516,Pg1617,P+1314,P+1415,P+1516,P+1617,P-1314,P-1415,P-1516,P-1617,R1314,R1415,R1516,R1617,Pk1516,Pk1617,Ps1314,Ps1415,Ps1516,Ps1617,Team1314,Team1415,Team1516,Team1617
DELL'ORCO,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,5.94,,,,5.94,,,,9,,,,0,,,,0,,,,D,,0,,,,0,,,,Sassuolo
DELLA GIOVANNA,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,D,,0,,,,0,,,,Inter
DELLA ROCCA,4,1,,,,,0,0,,,0,,,0,0,0,,,0,0,,,0,0,0,0,,,0,0,5.19,5.7,5.19,5.7,,,5.44,5.8,,,8,5,,,0,0,,,0,0,,,M,M,,,,,0,0,,,BOLOGNA,PALERMO,,
DELLI CARRI,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,D,,0,,,,0,,,,Pescara
DENIS,3,4,0,,0,,4,0,1,,0,0,,0,0,0,0,,11,5,4,,1,3,0,0,0,,3,2,7.07,6.27,6.96,6.27,6.64,,6.03,5.66,5.93,,37,31,14,,2,3,1,,1,1,1,,F,F,F,,2,,0,0,0,,ATALANTA,ATALANTA,Atalanta,
DEPAOLI,,,,1,,0,,,,1,,,0,,,,,1,,,,0,,,,,,0,,,,,,,,5.8,,,,5.9,,,,5,,,,0,,,,0,,,,M,,0,,,,0,,,,Chievo
DESSENA,7,4,,4,,0,0,2,,0,0,,0,0,1,0,,1,0,1,,2,0,0,0,0,,0,0,0,5.62,5.93,5.62,5.86,,5.88,5.76,5.82,,5.69,33,28,,16,0,0,,0,0,0,,0,M,M,,M,,0,0,0,,0,CAGLIARI,CAGLIARI,,Cagliari
DESTRO,5,5,9,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,8,8,11,0,1,0,0,0,0,5,4,8.5,6.63,8.44,6.63,6.65,6.62,6.42,5.81,6.02,5.68,18,26,26,30,0,0,2,0,0,0,1,1,F,F,F,F,3,1,0,0,0,0,ROMA,MILAN,Bologna,Bologna
DEULOFEU,,,,4,,0,,,,2,,,0,,,,,0,,,,4,,,,,,0,,,,,,,,7.03,,,,6.32,,,,17,,,,0,,,,0,,,,F,,0,,,,0,,,,Milan
DEZI,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,M,,0,,,,0,,,,Napoli
DI FRANCESCO F,,,,3,,0,,,,3,,,0,,,,,1,,,,4,,,,,,0,,,,,,,,6.88,,,,6.15,,,,17,,,,0,,,,0,,,,M,,0,,,,0,,,,Bologna
DI GAUDIO,,,2,,0,,,,3,,,0,,,,,0,,,,3,,,,,,0,,,,,,,,6.5,,,,6.09,,,,27,,,,0,,,,0,,,,M,,0,,,,0,,,,Carpi,
DI GENNARO D,,,,4,,2,,,,1,,,0,,,,,1,,,,2,,,,,,0,,,,,,,,6.28,,,,6.02,,,,20,,,,0,,,,0,,,,M,,0,,,,0,,,,Cagliari
DI LIVIO,,,1,0,0,0,,,0,0,,0,0,,,,0,0,,,0,0,,,,,0,0,,,,,,,5,0,,,5.5,0,,,1,0,,,0,0,,,0,0,,,M,M,0,0,,,0,0,,,Roma,Roma
DI MASSIMO,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,F,,0,,,,0,,,,Pescara
DI NATALE,1,4,0,,0,,0,4,3,,0,0,,0,0,0,0,,13,13,2,,3,0,0,0,0,,6,3,7.62,7.67,7.62,7.55,6.07,,6.13,6.3,5.8,,30,32,22,,4,1,1,,2,0,1,,F,F,F,,2,,0,0,0,,UDINESE,UDINESE,Udinese,
DI ROBERTO,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,M,,0,,,,0,,,,Crotone
DIAKHATE,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,M,,0,,,,0,,,,Fiorentina
DIAKITE,1,,,,,,0,,,,,,,0,1,,,,0,,,,0,,0,,,,0,,5.33,,5.33,,,,5.5,,,,9,,,,0,,,,0,,,,D,,,,,,0,,,,FIORENTINA,,,
DIAKITE',,1,8,,0,,,0,0,,0,0,,,,1,0,,,0,1,,,0,,0,0,,,0,,5.5,,5.5,5.63,,,5.69,5.67,,,8,26,,,0,0,,,0,0,,,D,D,,0,,,0,0,,,CAGLIARI,Sampdoria,
DIAMANTI,8,3,4,8,0,1,2,0,1,3,0,0,0,0,0,0,0,1,2,2,1,1,1,0,0,0,0,0,1,1,6.87,5.95,6.76,5.95,6.25,5.95,6.18,5.8,6.11,5.9,19,10,14,29,3,0,0,0,0,1,0,0,M,M,M,M,0,0,0,0,0,0,BOLOGNA,FIORENTINA,Atalanta,Palermo
DIAS,1,,,,,,0,,,,,,,0,1,,,,1,,,,0,,0,,,,0,,5.84,,5.84,,,,5.75,,,,16,,,,0,,,,0,,,,D,,,,,,0,,,,LAZIO,,,
DIAWARA,,,9,1,0,0,,,1,0,,0,0,,,,2,0,,,0,0,,,,,0,0,,,,,,,5.85,6.15,,,6.02,6.18,,,33,17,,,0,0,,,0,0,,,M,M,0,0,,,0,0,,,Bologna,Napoli
DIEGO LOPEZ,,2,1,0,0,0,,0,0,0,0,0,0,,,1,0,0,,0,0,0,,0,,42,14,0,,0,,4.88,,4.88,3.94,0,,6.23,5.75,0,,28,8,0,,0,0,0,,0,0,0,,G,G,G,0,0,,2,0,0,,MILAN,Milan,Milan
DIGNE,,,4,,1,,,,1,,,0,,,,,0,,,,3,,,,,,0,,,,,,,,6.33,,,,6.08,,,,33,,,,0,,,,0,,,,D,,0,,,,0,,,,Roma,
DIKS,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,D,,0,,,,0,,,,Fiorentina
DIMARCO,,,,2,,1,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,5.83,,,,5.83,,,,9,,,,0,,,,0,,,,D,,0,,,,0,,,,Empoli
DIOGO FIGUEIRAS,,,2,,0,,,,0,,,0,,,,,0,,,,1,,,,,,0,,,,,,,,5.83,,,,5.61,,,,9,,,,0,,,,0,,,,D,,0,,,,0,,,,Genoa,
DIONISI,0,,12,,0,,0,,3,,,0,,0,0,,0,,0,,9,,0,,0,,0,,0,,5.5,,5.5,,6.9,,5.5,,6.13,,1,,31,,0,,1,,0,,0,,F,,F,,1,,0,,0,,LIVORNO,,Frosinone,
DIOUSSE',,,2,13,0,0,,,0,0,,0,0,,,,1,0,,,0,0,,,,,0,0,,,,,,,5.7,5.61,,,5.83,5.8,,,15,33,,,0,0,,,0,0,,,M,M,0,0,,,0,0,,,Empoli,Empoli
DJIMSITI,,,1,0,0,0,,,0,0,,0,0,,,,0,0,,,0,0,,,,,0,0,,,,,,,5.17,0,,,5.33,0,,,3,0,,,0,0,,,0,0,,,D,D,0,0,,,0,0,,,Atalanta,Atalanta
DJORDJEVIC,,2,1,0,0,0,,1,2,0,0,0,0,,,0,1,0,,8,3,0,,0,,0,0,0,,2,,7.11,,7.07,5.93,5.62,,6.07,5.52,5.62,,23,23,12,,0,0,0,,0,0,0,,F,F,F,0,0,,0,0,0,,LAZIO,Lazio,Lazio
DJORDJEVIC L.,,0,,,,,,0,,,0,,,,,0,,,,0,,,,0,,0,,,,0,,5.75,,5.75,,,,5.75,,,,2,,,,0,,,,0,,,,F,,,,,,0,,,,SAMPDORIA,,
DJURDJEVIC,,,2,,0,,,,0,,,0,,,,,0,,,,2,,,,,,0,,,,,,,,6.17,,,,5.75,,,,12,,,,0,,,,0,,,,F,,0,,,,0,,,,Palermo,
DJURIC,,2,,,,,,3,,,0,,,,,0,,,,2,,,,0,,0,,,,0,,5.98,,5.87,,,,5.67,,,,26,,,,0,,,,0,,,,F,,,,,,0,,,,CESENA,,
DJURICIC,,,,4,,0,,,,1,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,5.77,,,,5.81,,,,13,,,,0,,,,0,,,,M,,0,,,,0,,,,Sampdoria
DOBLAS,0,,,,,,0,,,,,,,0,0,,,,0,,,,0,,2,,,,0,,5,,5,,,,6,,,,2,,,,0,,,,0,,,,G,,,,,,0,,,,NAPOLI,,,
DODO,2,,,,,,1,,,,,,,0,0,,,,0,,,,0,,0,,,,0,,6,,5.94,,,,6,,,,17,,,,0,,,,0,,,,D,,,,,,0,,,,ROMA,,,
DODO',,3,4,0,0,0,,2,1,0,0,0,0,,,0,0,0,,0,0,0,,0,,0,0,0,,0,,5.68,,5.58,5.76,5.21,,5.66,5.82,5.21,,19,17,7,,0,0,0,,0,0,0,,D,D,D,0,0,,0,0,0,,INTER,Sampdoria,Sampdoria
DOMIZZI,10,1,1,,0,,0,0,0,,0,0,,0,0,2,0,,0,0,0,,0,0,0,0,0,,0,0,5.6,5.45,5.6,5.45,5,,5.79,5.68,5.17,,26,11,3,,0,0,0,,0,0,0,,D,D,D,,0,,0,0,0,,UDINESE,UDINESE,Udinese,
DONADEL,6,,,,,,0,,,,,,,0,1,,,,1,,,,0,,0,,,,1,,5.81,,5.81,,,,5.86,,,,18,,,,0,,,,0,,,,M,,,,,,0,,,,VERONA HELLAS,,,
DONATI,2,,,,,,1,,,,,,,0,0,,,,1,,,,0,,0,,,,0,,6,,5.94,,,,5.82,,,,17,,,,0,,,,0,,,,M,,,,,,0,,,,VERONA HELLAS,,,
DONKOR,,0,,,,,,0,,,0,,,,,1,,,,0,,,,0,,0,,,,0,,5,,5,,,,5.5,,,,2,,,,0,,,,0,,,,D,,,,,,0,,,,INTER,,
DONNARUMMA G,,,3,2,0,0,,,0,0,,0,0,,,,0,0,,,0,0,,,,,29,45,,,,,,,5.29,5.36,,,6.34,6.41,,,29,38,,,0,0,,,0,0,,,G,G,0,0,,,0,2,,,Milan,Milan
DONSAH,1,1,2,2,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,5.5,6.56,5.5,6.5,6.45,5.88,6,6.16,6.08,5.81,1,16,19,13,0,0,0,0,0,0,0,0,M,M,M,M,0,0,0,0,0,0,VERONA HELLAS,CAGLIARI,Bologna,Bologna
DOUGLAS SANTOS,0,,,,,,0,,,,,,,0,0,,,,0,,,,0,,0,,,,0,,5.83,,5.83,,,,5.83,,,,3,,,,0,,,,0,,,,D,,,,,,0,,,,UDINESE,,,
DOUKARA,1,,,,,,0,,,,,,,0,0,,,,0,,,,0,,0,,,,0,,5,,5,,,,5.5,,,,1,,,,0,,,,0,,,,F,,,,,,0,,,,CATANIA,,,
DOUMBIA,,0,,,,,,0,,,0,,,,,0,,,,2,,,,0,,0,,,,2,,5.89,,5.89,,,,5.22,,,,9,,,,0,,,,0,,,,F,,,,,,0,,,,ROMA,,
DRAGOWSKI,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,2,,,,,,,,4,,,,6,,,,1,,,,0,,,,0,,,,G,,0,,,,0,,,,Fiorentina
DRAME,5,,,,,,2,,,,,,,0,0,,,,0,,,,0,,0,,,,0,,5.77,,5.69,,,,5.79,,,,26,,,,0,,,,0,,,,D,,,,,,0,,,,CHIEVO,,,
DRAME',,7,1,1,0,0,,2,0,0,0,0,0,,,0,1,0,,0,0,0,,0,,0,0,0,,0,,5.71,,5.64,5.8,5.89,,5.77,5.86,5.94,,28,25,9,,0,0,0,,0,0,0,,D,D,D,0,0,,0,0,0,,ATALANTA,Atalanta,Atalanta
DUMITRU,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,F,,0,,,,0,,,,Napoli
DUNCAN,6,3,5,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5.59,6.18,5.59,6.09,6.15,6,5.7,6.02,6.06,5.95,28,22,31,19,0,0,0,0,0,0,0,0,M,M,M,M,0,0,0,0,0,0,LIVORNO,SAMPDORIA,Sassuolo,Sassuolo
DUSSENNE,,,,1,,0,,,,0,,,0,,,,,1,,,,0,,,,,,0,,,,,,,,5.19,,,,5.38,,,,8,,,,0,,,,0,,,,D,,0,,,,0,,,,Crotone
DYBALA,,3,1,2,2,2,,8,5,5,0,0,0,,,0,0,0,,10,19,8,,1,,0,0,0,,0,,7.88,,7.65,8.36,7.88,,6.54,6.47,6.57,,34,33,29,,3,6,3,,0,0,0,,F,F,F,6,3,,0,0,0,,PALERMO,Juventus,Juventus
DZEKO,,,4,4,0,0,,,2,8,,0,0,,,,1,0,,,8,28,,,,,0,0,,,,,,,6.57,8.97,,,5.75,6.62,,,28,37,,,2,1,,,0,2,,,F,F,2,3,,,0,0,,,Roma,Roma
DZEMAILI,4,,6,10,0,0,1,,1,2,,0,0,0,0,,1,1,6,,3,8,0,,0,,0,0,2,,6.89,,6.84,,6.17,6.77,6,,5.94,6.13,19,,26,31,0,,0,0,0,,0,0,M,,M,M,0,0,0,,0,0,NAPOLI,,Genoa,Bologna
EDENILSON,,3,3,2,0,0,,4,0,3,0,0,0,,,0,0,1,,0,0,0,,0,,0,0,0,,0,,6.09,,5.95,5.57,6.07,,6,5.63,6,,29,28,14,,0,0,0,,0,0,0,,D,D,D,0,0,,0,0,0,,GENOA,Udinese,Genoa
EDER,7,4,3,3,0,0,5,3,1,3,0,0,0,0,1,0,0,0,9,8,13,8,1,2,0,0,0,0,3,2,7.2,7.27,7.05,7.17,7.24,6.88,6.09,6.33,6,6.03,33,30,31,30,3,1,3,0,0,0,0,0,F,F,F,F,3,0,0,0,0,0,SAMPDORIA,SAMPDORIA,Inter,Inter
EDERSON,0,1,,,,,1,0,,,0,,,0,0,0,,,1,1,,,0,0,0,0,,,0,0,5.91,7.25,5.82,7.25,,,5.55,6,,,11,2,,,0,0,,,0,0,,,M,M,,,,,0,0,,,LAZIO,LAZIO,,
EKDAL,6,7,,,,,0,1,,,0,,,0,0,0,,,1,5,,,0,0,0,0,,,0,2,5.93,6.47,5.93,6.44,,,5.93,6.09,,,21,33,,,0,0,,,0,0,,,M,M,,,,,0,0,,,CAGLIARI,CAGLIARI,,
EL HAMDAOUI,,0,,,,,,0,,,0,,,,,0,,,,1,,,,0,,0,,,,0,,7.5,,7.5,,,,6,,,,2,,,,0,,,,0,,,,F,,,,,,0,,,,FIORENTINA,,
EL KADDOURI,6,8,2,5,0,1,7,4,2,0,0,0,0,0,0,1,0,0,5,3,1,3,0,1,0,0,0,0,2,0,6.72,6.15,6.48,6.02,6.31,6.47,6.07,5.98,6,6.03,29,31,13,16,0,0,0,0,0,1,0,0,M,M,M,M,0,0,0,0,0,0,TORINO,TORINO,Napoli,Empoli
EL KAOUTARI,,,2,,0,,,,0,,,0,,,,,0,,,,1,,,,,,0,,,,,,,,5.79,,,,5.5,,,,7,,,,0,,,,0,,,,D,,0,,,,0,,,,Palermo,
EL SHAARAWY,1,2,0,0,0,0,0,3,2,4,0,0,0,0,0,0,0,0,0,3,8,8,0,0,0,0,0,0,0,1,5.6,6.69,5.6,6.5,7.94,7.1,5.7,6,6.31,6.14,5,16,16,29,0,0,0,0,0,0,0,0,F,F,F,F,0,0,0,0,0,0,MILAN,MILAN,Roma,Roma
EMANUELSON,1,1,0,,1,,3,2,0,,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,0,5.71,6.1,5.57,5.9,5.95,,5.6,5.95,5.91,,21,10,11,,0,0,0,,0,0,0,,M,D,M,,0,,0,0,0,,MILAN,ATALANTA,Verona,
EMBALO,,,,0,,0,,,,1,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,5.6,,,,5.5,,,,10,,,,0,,,,0,,,,M,,0,,,,0,,,,Palermo
EMEGHARA,3,,,,,,3,,,,,,,0,1,,,,3,,,,1,,0,,,,0,,6.2,,6.09,,,,5.74,,,,27,,,,1,,,,0,,,,F,,,,,,0,,,,LIVORNO,,,
EMERSON,7,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5.98,5.8,5.98,5.8,6.5,6.15,5.9,5.8,5.88,6.13,30,5,4,23,0,0,0,0,0,0,0,0,D,D,D,D,0,0,0,0,0,0,LIVORNO,PALERMO,Roma,Roma
ERAMO,1,,,0,,0,0,,,0,,,0,0,0,,,0,0,,,0,0,,0,,,0,0,,4.5,,4.5,,,0,5,,,0,1,,,0,0,,,0,0,,,0,M,,,M,,0,0,,,0,SAMPDORIA,,,Sampdoria
ERIKSSON,2,,,,,,0,,,,,,,0,0,,,,0,,,,0,,0,,,,0,,5.68,,5.68,,,,5.74,,,,17,,,,0,,,,0,,,,M,,,,,,0,,,,CAGLIARI,,,
ERKIN,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,D,,0,,,,0,,,,Inter
ESSIEN,1,1,,,,,0,0,,,0,,,0,0,1,,,0,0,,,0,0,0,0,,,0,0,5.42,5.35,5.42,5.35,,,5.5,5.5,,,6,10,,,0,0,,,0,0,,,M,M,,,,,0,0,,,MILAN,MILAN,,
ESTIGARRIBIA,4,1,0,,0,,1,0,0,,0,0,,0,0,0,0,,1,1,0,,0,0,0,0,0,,0,0,5.88,6.17,5.85,6.17,6,,5.81,5.89,6,,26,9,1,,0,0,0,,0,0,0,,M,M,M,,0,,0,0,0,,ATALANTA,ATALANTA,Atalanta,
ETO'O,,1,,,,,,2,,,0,,,,,0,,,,2,,,,1,,0,,,,0,,6.53,,6.41,,,,6.09,,,,17,,,,0,,,,0,,,,F,,,,,,0,,,,SAMPDORIA,,
EVRA,,4,5,0,0,0,,1,2,0,0,0,0,,,0,1,0,,1,2,0,,0,,0,0,0,,0,,6.1,,6.05,6.16,6.12,,6,5.98,6.12,,21,25,4,,0,0,0,,0,0,0,,D,D,D,0,0,,0,0,0,,JUVENTUS,Juventus,Juventus
EWANDRO,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,5.83,,,,5.83,,,,3,,,,0,,,,0,,,,F,,0,,,,0,,,,Udinese
FALCINELLI,,,1,7,0,0,,,1,2,,0,0,,,,0,0,,,2,11,,,,,0,0,,,,,,,6.21,7.25,,,5.9,6.21,,,21,36,,,1,2,,,0,0,,,F,F,1,2,,,0,0,,,Sassuolo,Crotone
FALCO,,,1,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,5.67,,,,5.75,,,,6,,,,0,,,,0,,,,M,,0,,,,0,,,,Bologna,
FALCONE,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,G,,0,,,,0,,,,Sampdoria
FARAGO',,,,1,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,5.71,,,,5.79,,,,7,,,,0,,,,0,,,,M,,0,,,,0,,,,Cagliari
FARAONI,,,,2,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,5.3,,,,5.5,,,,5,,,,0,,,,0,,,,D,,0,,,,0,,,,Udinese
FARES,,,2,,0,,,,1,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,5.33,,,,5.33,,,,9,,,,0,,,,0,,,,F,,0,,,,0,,,,Verona,
FARIAS,1,7,,4,,0,0,2,,2,0,,0,0,0,0,,0,0,6,,5,0,1,0,0,,0,0,0,5.67,6.43,5.67,6.36,,7.05,5.72,5.84,,6,9,28,,20,0,0,,2,0,0,,0,F,F,,F,,2,0,0,,0,SASSUOLO,CAGLIARI,,Cagliari
FARNERUD,4,2,0,,0,,0,5,0,,0,0,,0,0,0,0,,4,1,0,,0,0,0,0,0,,1,0,6.56,6.31,6.56,6.03,5.5,,5.97,5.92,5.5,,17,18,3,,0,0,0,,0,0,0,,M,M,M,,0,,0,0,0,,TORINO,TORINO,Torino,
FAZIO,,,,3,,0,,,,1,,,0,,,,,0,,,,2,,,,,,0,,,,,,,,6.26,,,,6.11,,,,36,,,,0,,,,0,,,,D,,0,,,,0,,,,Roma
FAZZI,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,M,,0,,,,0,,,,Crotone
FEDATO,0,0,,,,,0,0,,,0,,,0,0,0,,,0,0,,,0,0,0,0,,,0,0,5.5,5.5,5.5,5.5,,,5.5,5.5,,,5,1,,,0,0,,,0,0,,,F,F,,,,,0,0,,,CATANIA,SAMPDORIA,,
FEDDAL,,4,,,,,,0,,,0,,,,,0,,,,0,,,,0,,0,,,,0,,5.53,,5.53,,,,5.63,,,,19,,,,0,,,,0,,,,D,,,,,,0,,,,PARMA,,
FEDELE,,,2,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,5.81,,,,5.94,,,,8,,,,0,,,,0,,,,M,,0,,,,0,,,,Carpi,
FELIPE,5,1,11,9,0,0,0,0,1,1,0,0,0,0,1,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,5.5,5.5,5.5,5.5,5.71,5.84,5.67,5.46,5.81,5.86,21,14,26,32,0,0,0,0,0,0,0,0,D,D,D,D,0,0,0,0,0,0,PARMA,INTER,Udinese,Udinese
FELIPE ANDERSON,1,5,2,5,0,1,0,7,4,7,0,0,0,0,0,0,0,0,0,10,7,3,0,0,0,0,0,0,0,4,5.83,7.67,5.83,7.43,6.68,6.75,5.89,6.52,5.97,6.28,9,30,34,36,0,0,0,1,0,0,0,0,M,M,M,M,0,1,0,0,0,0,LAZIO,LAZIO,Lazio,Lazio
FELIPE MELO,,,6,1,0,0,,,1,0,,0,0,,,,2,1,,,1,0,,,,,0,0,,,,,,,5.77,5.5,,,5.82,5.88,,,22,4,,,0,0,,,0,0,,,M,M,0,0,,,0,0,,,Inter,Inter
FERNANDES,4,,,,,,4,,,,,,,0,0,,,,4,,,,1,,0,,,,0,,6.61,,6.43,,,,6,,,,23,,,,0,,,,0,,,,M,,,,,,0,,,,UDINESE,,,
FERNANDEZ F.,5,,,,,,1,,,,,,,0,1,,,,0,,,,0,,0,,,,0,,5.73,,5.69,,,,5.83,,,,26,,,,0,,,,0,,,,D,,,,,,0,,,,NAPOLI,,,
FERNANDEZ M,,,3,1,1,0,,,1,2,,0,0,,,,1,0,,,1,1,,,,,0,0,,,,,,,5.97,6.41,,,5.84,5.95,,,16,11,,,0,0,,,0,0,,,M,M,0,0,,,0,0,,,Fiorentina,Milan
FERNANDEZ M.,1,1,,,,,1,5,,,0,,,0,0,0,,,3,2,,,1,0,0,0,,,2,1,6.6,6.61,6.55,6.43,,,6.13,6.23,,,20,28,,,0,0,,,0,0,,,M,M,,,,,0,0,,,FIORENTINA,FIORENTINA,,
FERNANDINHO,,1,,,,,,0,,,0,,,,,0,,,,0,,,,0,,0,,,,0,,5.67,,5.67,,,,5.83,,,,3,,,,0,,,,0,,,,F,,,,,,0,,,,VERONA,,
FERNANDO,,,14,,0,,,,1,,,0,,,,,0,,,,4,,,,,,0,,,,,,,,6.09,,,,5.91,,,,35,,,,0,,,,0,,,,M,,0,,,,0,,,,Sampdoria,
FERRARI,,,6,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,5.5,,,,5.67,,,,18,,,,0,,,,0,,,,D,,0,,,,0,,,,Bologna,
FERRARI A,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,5,,,,5,,,,1,,,,0,,,,0,,,,D,,0,,,,0,,,,Bologna
FERRARI G,,,,8,,0,,,,1,,,0,,,,,0,,,,3,,,,,,0,,,,,,,,6.08,,,,5.92,,,,37,,,,0,,,,0,,,,D,,0,,,,0,,,,Crotone
FESTA,,,,1,,0,,,,0,,,0,,,,,0,,,,0,,,,,,4,,,,,,,,4.5,,,,6.75,,,,2,,,,0,,,,0,,,,G,,0,,,,0,,,,Crotone
FETFATZIDIS,1,0,,,,,3,0,,,0,,,0,0,0,,,2,1,,,0,1,0,0,,,1,0,6.38,6.71,6.28,6.71,,,6.09,5.86,,,29,7,,,0,1,,,0,0,,,M,M,,,,,0,0,,,GENOA,CHIEVO,,
FIAMOZZI,,,1,0,0,0,,,0,0,,0,0,,,,0,0,,,0,0,,,,,0,0,,,,,,,5.57,5.5,,,5.64,5.5,,,7,1,,,0,0,,,0,0,,,D,D,0,0,,,0,0,,,Genoa,Genoa
FIORILLO,0,,,0,,0,0,,,0,,,0,0,0,,,0,0,,,0,0,,13,,,15,0,,3.5,,3.5,,,4.39,6.1,,,6.06,5,,,9,0,,,0,0,,,0,G,,,G,,0,0,,,0,SAMPDORIA,,,Pescara
FLOCCARI,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,1,5.55,6.03,5.55,6.03,6.73,5.25,5.57,5.72,6,5.25,22,20,24,4,0,0,0,0,1,0,0,0,F,F,F,F,0,0,0,0,0,0,SASSUOLO,SASSUOLO,Bologna,Bologna
FLORENZI,4,9,4,3,0,1,6,4,3,2,0,0,0,0,0,0,0,0,6,4,7,0,0,0,0,0,0,0,3,1,6.93,6.59,6.72,6.47,6.8,6.22,6.17,6.17,6.14,6.11,29,35,33,9,0,1,0,0,0,0,0,0,M,M,M,D,0,0,0,0,0,0,ROMA,ROMA,Roma,Roma
FLORO FLORES,4,3,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,7,2,4,0,1,0,0,0,0,0,1,1,6.76,5.98,6.65,5.98,6.42,5.73,5.94,5.79,5.96,5.73,27,24,26,11,0,0,0,0,0,0,0,0,F,F,F,F,0,0,0,0,0,0,SASSUOLO,SASSUOLO,Chievo,Chievo
FOFANA,,,,3,,0,,,,1,,,0,,,,,0,,,,5,,,,,,0,,,,,,,,6.89,,,,6.23,,,,22,,,,0,,,,0,,,,M,,0,,,,0,,,,Udinese
FONTANESI,,0,,0,,0,,0,,0,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,6,,6,,0,,6,,0,,3,,0,,0,,0,,0,,0,,D,,D,,0,,0,,0,,SASSUOLO,,Sassuolo
FORESTA,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,F,,0,,,,0,,,,Crotone
FORNASIER,0,,,4,,0,0,,,0,,,0,0,0,,,0,0,,,0,0,,0,,,0,0,,5.75,,5.75,,,5.45,5.75,,,5.55,8,,,20,0,,,0,0,,,0,D,,,D,,0,0,,,0,SAMPDORIA,,,Pescara
FOSSATI,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,M,,0,,,,0,,,,Cagliari
FRARA,,,3,,0,,,,0,,,0,,,,,0,,,,2,,,,,,0,,,,,,,,6.11,,,,5.87,,,,19,,,,0,,,,0,,,,M,,0,,,,0,,,,Frosinone,
