Name,Yc1314,Yc1415,Yc1516,Yc1617,Ass1516,Ass1617,Asr1314,Asr1415,Asr1516,Asr1617,Og1415,Og1516,Og1617,Og1314,Rc1314,Rc1415,Rc1516,Rc1617,Gf1314,Gf1415,Gf1516,Gf1617,Ge1314,Ge1415,Gr1314,Gr1415,Gr1516,Gr1617,Gv1314,Gv1415,Sf+1314,Sf+1415,Sf1314,Sf1415,Sf1516,Sf1617,Sa1314,Sa1415,Sa1516,Sa1617,Pg1314,Pg1415,Pg1516,Pg1617,P+1314,P+1415,P+1516,P+1617,P-1314,P-1415,P-1516,P-1617,R1314,R1415,R1516,R1617,Pk1516,Pk1617,Ps1314,Ps1415,Ps1516,Ps1617,Team1314,Team1415,Team1516,Team1617
ABATE,1,5,7,2,0,0,0,3,1,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,5.89,5.93,5.89,5.8,6.13,5.93,5.75,5.91,6.12,5.89,18,23,26,23,0,0,0,0,0,0,0,0,D,D,D,D,0,0,0,0,0,0,MILAN,MILAN,Milan,Milan
ABBIATI,4,0,0,,0,,0,0,0,,0,0,,1,1,0,0,,0,0,0,,0,0,31,8,0,,0,0,4.7,5.35,4.7,5.35,6.5,,5.98,6.15,6.5,,28,10,1,,0,0,0,,0,0,0,,G,G,G,,0,,0,0,0,,MILAN,MILAN,Milan,
ACERBI,1,7,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,3,0,0,0,0,0,0,0,1,5.62,6.19,5.62,6.19,6.64,6.45,5.65,6.05,6.35,6.16,13,32,36,38,0,0,0,1,0,0,0,0,D,D,D,D,0,1,0,0,0,0,SASSUOLO,SASSUOLO,Sassuolo,Sassuolo
ACOSTY,1,,,2,,0,0,,,0,,,0,0,0,,,0,0,,,0,0,,0,,,0,0,,5.63,,5.63,,,5.83,5.75,,,5.94,4,,,9,0,,,0,0,,,0,M,,,F,,0,0,,,0,CHIEVO,,,Crotone
ACQUAFRESCA,1,,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,,0,0,0,,0,,0,0,0,,5.2,,5.2,,5.25,0,5.23,,5.25,0,15,,4,0,0,,0,0,0,,0,0,F,,F,F,0,0,0,,0,0,BOLOGNA,,Bologna,Bologna
ACQUAH,6,9,9,2,0,0,1,0,2,0,0,0,0,0,0,2,0,3,1,1,2,2,0,0,0,0,0,0,0,0,6.22,5.56,6.17,5.56,6.09,6.06,6.17,5.71,5.97,5.94,23,24,29,16,0,0,0,0,0,0,0,0,M,M,M,M,0,0,0,0,0,0,PARMA,SAMPDORIA,Torino,Torino
ADAN GARRIDO,0,,,,,,0,,,,,,,0,0,,,,0,,,,0,,4,,,,0,,3,,3,,,,5,,,,2,,,,0,,,,0,,,,G,,,,,,0,,,,CAGLIARI,,,
ADJAPONG,,,0,3,0,0,,,0,0,,0,0,,,,0,0,,,0,1,,,,,0,0,,,,,,,6,6,,,6,5.75,,,1,6,,,0,0,,,0,0,,,D,D,0,0,,,0,0,,,Sassuolo,Sassuolo
ADNAN,,,6,2,0,0,,,1,0,,0,0,,,,0,0,,,1,0,,,,,0,0,,,,,,,6.05,5.54,,,6.02,5.61,,,28,14,,,0,0,,,0,0,,,D,D,0,0,,,0,0,,,Udinese,Udinese
ADRYAN,0,,,,,,0,,,,,,,0,0,,,,0,,,,0,,0,,,,0,,5.75,,5.75,,,,5.75,,,,4,,,,0,,,,0,,,,M,,,,,,0,,,,CAGLIARI,,,
AGAZZI,1,,,0,,0,0,,,0,,,0,0,0,,,0,0,,,0,0,,40,,,0,0,,4.44,,4.44,,,0,5.94,,,0,25,,,0,0,,,0,0,,,0,G,,,G,,0,1,,,0,CHIEVO,,,Milan
AGLIARDI,,0,,,,,,0,,,0,,,,,0,,,,0,,,,0,,19,,,,0,,4.35,,4.35,,,,6.25,,,,10,,,,0,,,,0,,,,G,,,,,,0,,,,CESENA,,
AGOSTINI,1,4,,,,,0,1,,,1,,,0,0,0,,,0,0,,,0,0,0,0,,,0,0,5.74,5.5,5.74,5.45,,,5.76,5.64,,,23,22,,,0,0,,,0,0,,,D,D,,,,,0,0,,,VERONA HELLAS,VERONA,,
AGUIRRE,,1,1,0,0,0,,0,1,0,0,0,0,,,0,0,0,,1,0,0,,0,,0,0,0,,0,,6.25,,6.25,5.78,0,,5.63,5.72,0,,4,9,0,,0,0,0,,0,0,0,,F,F,F,0,0,,0,0,0,,UDINESE,Udinese,Udinese
AJETI,,,5,0,0,0,,,0,0,,1,1,,,,1,0,,,1,1,,,,,0,0,,,,,,,5.67,5.62,,,5.7,5.38,,,15,4,,,0,0,,,0,0,,,D,D,0,0,,,0,0,,,Frosinone,Torino
ALASTRA,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,6,,,,,,,,3.25,,,,6.25,,,,2,,,,0,,,,0,,,,G,,0,,,,0,,,,Palermo,
ALBERTAZZI,1,,4,,0,,0,,0,,,0,,0,2,,0,,0,,0,,0,,0,,0,,0,,5.63,,5.63,,5.7,,5.8,,5.9,,15,,10,,0,,0,,0,,0,,D,,D,,0,,0,,0,,VERONA HELLAS,,Verona,
ALBIOL,5,10,10,8,0,0,1,1,1,1,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,5.97,5.47,5.94,5.44,6.03,6.06,5.92,5.7,6.06,6.17,31,35,36,26,0,0,0,0,0,0,0,0,D,D,D,D,0,0,0,0,0,0,NAPOLI,NAPOLI,Napoli,Napoli
ALDEGANI,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,G,,0,,,,0,,,,Pescara
ALEESAMI,,,,6,,0,,,,2,,,0,,,,,0,,,,1,,,,,,0,,,,,,,,5.79,,,,5.73,,,,31,,,,0,,,,0,,,,D,,0,,,,0,,,,Palermo
ALEX,,3,5,,0,,,0,1,,1,0,,,,0,0,,,1,3,,,0,,0,0,,,0,,5.86,,5.86,6.26,,,5.89,5.96,,,18,25,,,0,0,,,0,0,,,D,D,,0,,,0,0,,,MILAN,Milan,
ALEX SANDRO,,,5,5,0,0,,,3,3,,0,1,,,,1,0,,,2,3,,,,,0,0,,,,,,,6.74,6.42,,,6.45,6.13,,,19,26,,,0,0,,,0,0,,,D,D,0,0,,,0,0,,,Juventus,Juventus
ALEXE,0,,,,,,0,,,,,,,0,0,,,,0,,,,0,,0,,,,0,,5.75,,5.75,,,,5.75,,,,4,,,,0,,,,0,,,,F,,,,,,0,,,,SASSUOLO,,,
ALISSON,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,G,,0,,,,0,,,,Roma
ALLAN,5,8,4,3,0,0,1,4,4,3,0,0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,5.83,6.27,5.8,6.16,6.7,6.25,5.91,6.19,6.39,6.09,32,35,35,28,0,0,0,0,0,0,0,0,M,M,M,M,0,0,0,0,0,0,UDINESE,UDINESE,Napoli,Napoli
ALMIRON,1,,,,,,0,,,,,,,0,0,,,,1,,,,1,,0,,,,0,,5.96,,5.96,,,,5.77,,,,13,,,,0,,,,0,,,,M,,,,,,0,,,,CATANIA,,,
ALONSO,0,,,,,,0,,,,,,,0,0,,,,0,,,,0,,0,,,,0,,5.67,,5.67,,,,5.67,,,,3,,,,0,,,,0,,,,D,,,,,,0,,,,FIORENTINA,,,
ALVAREZ P.,6,,,,,,0,,,,,,,0,0,,,,0,,,,0,,0,,,,0,,5.44,,5.44,,,,5.62,,,,17,,,,0,,,,0,,,,D,,,,,,0,,,,CATANIA,,,
ALVAREZ R,,,2,2,1,1,,,0,0,,0,0,,,,0,1,,,1,2,,,,,0,0,,,,,,,6.19,6.09,,,6,5.82,,,13,17,,,0,0,,,0,0,,,M,M,0,0,,,0,0,,,Sampdoria,Sampdoria
ALVAREZ R.,3,,,,,,6,,,,,,,0,1,,,,4,,,,0,,0,,,,0,,6.59,,6.38,,,,6.05,,,,29,,,,0,,,,0,,,,M,,,,,,0,,,,INTER,,,
AMAURI,1,3,,,,,0,0,,,0,,,0,2,0,,,6,1,,,0,0,0,0,,,3,0,6.84,5.88,6.84,5.88,,,6.1,5.79,,,25,17,,,2,0,,,1,0,,,F,F,,,,,0,0,,,PARMA,TORINO,,
AMBROSINI,7,,,,,,0,,,,,,,0,0,,,,0,,,,0,,0,,,,0,,5.92,,5.92,,,,6.11,,,,18,,,,0,,,,0,,,,M,,,,,,0,,,,FIORENTINA,,,
AMELIA,0,,,,,,0,,,,,,,0,0,,,,0,,,,0,,8,,,,0,,4.2,,4.2,,,,5.8,,,,5,,,,0,,,,0,,,,G,,,,,,0,,,,MILAN,,,
AMUZIE,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,D,,0,,,,0,,,,Sampdoria
ANANIA,0,,,,,,0,,,,,,,0,0,,,,0,,,,0,,8,,,,0,,4.33,,4.33,,,,6,,,,3,,,,0,,,,0,,,,G,,,,,,1,,,,LIVORNO,,,
ANDELKOVIC,,5,3,3,0,0,,1,1,1,1,0,0,,,1,1,0,,0,0,0,,0,,0,0,0,,0,,5.53,,5.5,5.48,5.62,,5.67,5.55,5.62,,32,22,21,,0,0,0,,0,0,0,,D,D,D,0,0,,0,0,0,,PALERMO,Palermo,Palermo
ANDERSON,0,,,,,,0,,,,,,,0,0,,,,0,,,,0,,0,,,,0,,5.75,,5.75,,,,5.75,,,,6,,,,0,,,,0,,,,M,,,,,,0,,,,FIORENTINA,,,
ANDREOLLI,1,0,,0,,0,0,0,,0,0,,0,0,0,0,,0,1,0,,1,0,0,0,0,,0,0,0,7.17,5.83,7.17,5.83,,6.88,6.33,5.83,,6.12,3,6,,4,0,0,,0,0,0,,0,D,D,,D,,0,0,0,,0,INTER,INTER,,Inter
ANDUJAR,2,1,,0,,0,0,0,,0,0,,0,0,0,0,,0,0,0,,0,0,0,42,24,,0,0,0,4,4.1,4,4.1,,0,5.79,5.73,,0,24,15,,0,0,0,,0,0,0,,0,G,G,,G,,0,0,0,,0,CATANIA,NAPOLI,,Napoli
ANGELLA,,,,3,,0,,,,0,,,1,,,,,0,,,,1,,,,,,0,,,,,,,,5.65,,,,5.69,,,,13,,,,0,,,,0,,,,D,,0,,,,0,,,,Udinese
ANIBAL,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,D,,0,,,,0,,,,Genoa
ANSALDI,,,4,8,0,0,,,4,1,,0,0,,,,0,1,,,0,0,,,,,0,0,,,,,,,6.1,5.62,,,6.02,5.81,,,24,21,,,0,0,,,0,0,,,D,D,0,0,,,0,0,,,Genoa,Inter
ANTEI,7,2,2,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.57,5.71,5.52,5.71,5.8,5.93,5.73,5.86,5.8,5.86,22,7,5,14,0,0,0,0,0,0,0,0,D,D,D,D,0,0,0,0,0,0,SASSUOLO,SASSUOLO,Sassuolo,Sassuolo
ANTONELLI,4,6,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,4,3,0,0,1,0,0,0,0,3,1,6.12,6.34,6.08,6.31,6.41,6,5.85,6.02,6.09,6.08,30,31,28,6,0,0,0,0,0,0,0,0,D,M,D,D,0,0,0,0,0,0,GENOA,MILAN,Milan,Milan
ANTONINI,3,1,,,,,1,0,,,0,,,0,0,0,,,2,1,,,0,0,0,0,,,1,1,6.1,6.5,6.06,6.5,,,5.88,6.08,,,26,6,,,0,0,,,0,0,,,D,D,,,,,0,0,,,GENOA,GENOA,,
ANTONSSON,3,,,,,,0,,,,,,,0,0,,,,0,,,,0,,0,,,,0,,5.69,,5.69,,,,5.74,,,,34,,,,0,,,,0,,,,D,,,,,,0,,,,BOLOGNA,,,
AQUILANI,7,5,,4,,1,1,0,,0,0,,0,0,0,0,,1,5,0,,1,0,0,0,0,,0,0,0,6.53,5.75,6.5,5.75,,5.76,6.03,5.85,,5.74,31,24,,23,1,0,,0,0,0,,0,M,M,,M,,0,0,0,,0,FIORENTINA,FIORENTINA,,Sassuolo
ARAMU,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,5.5,,,,5.5,,,,1,,,,0,,,,0,,,,M,,0,,,,0,,,,Torino
ARDEMAGNI,0,,,,,,0,,,,,,,0,0,,,,0,,,,0,,0,,,,0,,5.5,,5.5,,,,5.5,,,,1,,,,0,,,,0,,,,F,,,,,,0,,,,CHIEVO,,,
ARESTI,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,G,,0,,,,0,,,,Pescara
ARIAUDO,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.47,4.5,5.47,4.5,5.81,0,5.63,4.75,5.81,0,15,2,8,0,0,0,0,0,0,0,0,0,D,D,D,D,0,0,0,0,0,0,SASSUOLO,GENOA,Empoli,Sassuolo
ARMENAKAS,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,M,,0,,,,0,,,,Udinese
ARMERO,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.75,5.38,5.75,5.25,6.5,5.25,5.8,5.44,5.9,5.5,10,8,5,2,0,0,0,0,0,0,0,0,D,M,D,D,0,0,0,0,0,0,NAPOLI,MILAN,Udinese,Udinese
ASAMOAH,6,2,1,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,6.34,5.93,6.28,5.93,6.38,6.15,6.19,6.07,6.31,6.15,34,7,8,17,0,0,0,0,0,0,0,0,M,M,M,M,0,0,0,0,0,0,JUVENTUS,JUVENTUS,Juventus,Juventus
ASTORI,6,10,5,11,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,5.9,5.79,5.84,5.79,5.79,5.95,5.93,5.88,5.86,5.97,34,24,33,33,0,0,0,0,0,0,0,0,D,D,D,D,0,0,0,0,0,0,CAGLIARI,ROMA,Fiorentina,Fiorentina
AUDERO,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,1,,,,,,,,5,,,,6,,,,1,,,,0,,,,0,,,,G,,0,,,,0,,,,Juventus
AVELAR,2,10,0,1,0,0,1,3,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.58,5.9,5.53,5.81,6.1,5.67,5.63,5.71,5.9,5.83,20,31,5,3,0,3,0,0,0,1,0,0,D,D,D,D,0,0,0,0,0,0,CAGLIARI,CAGLIARI,Torino,Torino
AVRAMOV,4,0,,,,,0,0,,,0,,,0,0,1,,,0,0,,,0,0,25,1,,,0,0,5,3,5,3,,,6.17,5,,,23,1,,,0,0,,,0,0,,,G,G,,,,,0,0,,,CAGLIARI,ATALANTA,,
BABACAR,,2,1,0,0,0,,1,1,1,0,0,0,,,0,0,0,,7,5,9,,1,,0,0,0,,4,,7.14,,7.08,7.18,7.55,,6.14,6.07,6,,18,14,20,,0,1,1,,1,0,0,,F,F,F,1,1,,0,0,0,,FIORENTINA,Fiorentina,Fiorentina
BACCA,,,2,3,0,0,,,2,1,,0,0,,,,0,0,,,18,9,,,,,0,0,,,,,,,7.54,6.87,,,6.05,5.78,,,37,30,,,2,4,,,0,2,,,F,F,2,6,,,0,0,,,Milan,Milan
BADELJ,,3,7,9,0,0,,0,1,2,0,0,0,,,0,1,0,,1,1,2,,0,,0,0,0,,0,,5.71,,5.71,5.98,6.08,,5.63,6,5.97,,19,27,31,,0,0,0,,0,0,0,,M,M,M,0,0,,0,0,0,,FIORENTINA,Fiorentina,Fiorentina
BADU,5,3,6,2,0,0,1,1,1,3,0,0,0,0,0,1,0,0,5,1,4,0,1,0,0,0,0,0,0,1,6.56,5.9,6.52,5.86,6.41,5.89,6.06,5.84,6.11,5.82,27,25,33,28,0,0,0,0,0,0,0,0,M,M,M,M,0,0,0,0,0,0,UDINESE,UDINESE,Udinese,Udinese
BAEZ,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,F,,0,,,,0,,,,Fiorentina
BAGADUR,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,D,,0,,,,0,,,,Fiorentina
BAHEBECK,,,,0,,0,,,,1,,,0,,,,,0,,,,4,,,,,,0,,,,,,,,7.04,,,,6.04,,,,13,,,,0,,,,0,,,,F,,0,,,,0,,,,Pescara
BAJZA,0,,,,,,0,,,,,,,0,0,,,,0,,,,0,,4,,,,0,,4.67,,4.67,,,,6,,,,3,,,,0,,,,0,,,,G,,,,,,0,,,,PARMA,,,
BAKIC,0,,,,,,0,,,,,,,0,0,,,,0,,,,0,,0,,,,0,,6,,6,,,,6,,,,2,,,,0,,,,0,,,,M,,,,,,0,,,,FIORENTINA,,,
BALIC,,,,1,,0,,,,0,,,0,,,,,0,,,,1,,,,,,0,,,,,,,,6.75,,,,6.12,,,,4,,,,0,,,,0,,,,M,,0,,,,0,,,,Udinese
BALOGH,,,0,1,0,0,,,0,0,,0,0,,,,0,1,,,0,0,,,,,0,0,,,,,,,5,5.27,,,5,5.41,,,1,11,,,0,0,,,0,0,,,F,F,0,0,,,0,0,,,Palermo,Palermo
BALOTELLI,9,,5,,1,,4,,0,,,0,,0,1,,0,,11,,1,,2,,0,,0,,5,,7.07,,6.93,,5.67,,5.88,,5.8,,29,,15,,3,,0,,2,,1,,F,,F,,1,,0,,0,,MILAN,,Milan,
BALZANO,,6,,0,,0,,1,,0,1,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,5.64,,5.6,,0,,5.8,,0,,25,,0,,0,,0,,0,,0,,D,,D,,0,,0,,0,,CAGLIARI,,Cagliari
BALZARETTI,1,0,,,,,0,0,,,0,,,0,1,0,,,1,0,,,0,0,0,0,,,1,0,6.32,6,6.32,6,,,6.18,6,,,11,1,,,0,0,,,0,0,,,D,D,,,,,0,0,,,ROMA,ROMA,,
BAMBA,,1,,,,,,0,,,0,,,,,0,,,,0,,,,0,,0,,,,0,,4.5,,4.5,,,,5,,,,1,,,,0,,,,0,,,,D,,,,,,0,,,,PALERMO,,
BANEGA,,,,2,,2,,,,5,,,0,,,,,1,,,,6,,,,,,0,,,,,,,,6.88,,,,5.96,,,,24,,,,0,,,,0,,,,M,,0,,,,0,,,,Inter
BARBA,,2,3,3,0,0,,0,0,0,0,0,0,,,0,0,0,,2,0,0,,1,,0,0,0,,0,,6.32,,6.32,5.55,5.64,,6.03,5.7,5.77,,17,10,11,,0,0,0,,0,0,0,,D,D,D,0,0,,0,0,0,,EMPOLI,Empoli,Empoli
BARBERIS,,,,3,,3,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,6,,,,6,,,,26,,,,0,,,,0,,,,M,,0,,,,0,,,,Crotone
BARDI,3,0,1,,0,,0,0,0,,0,0,,1,0,0,0,,0,0,0,,0,0,69,17,3,,0,0,3.99,5.25,3.99,5.25,6.5,,6.06,6.35,6.75,,35,10,2,,0,0,0,,0,0,0,,G,G,G,,0,,0,2,1,,LIVORNO,CHIEVO,Frosinone,
BARELLA,,1,,9,,0,,0,,1,0,,0,,,0,,1,,0,,0,,0,,0,,0,,0,,6,,6,,5.73,,6.17,,5.88,,3,,26,,0,,0,,0,,0,,M,,M,,0,,0,,0,,CAGLIARI,,Cagliari
BARILLA',0,,,,,,0,,,,,,,0,1,,,,0,,,,0,,0,,,,0,,4.83,,4.83,,,,5.17,,,,3,,,,0,,,,0,,,,M,,,,,,0,,,,SAMPDORIA,,,
BARRECA,,,,2,,0,,,,2,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,6.02,,,,5.98,,,,27,,,,0,,,,0,,,,D,,0,,,,0,,,,Torino
BARRETO,0,,,,,,1,,,,,,,0,0,,,,0,,,,0,,0,,,,0,,5.6,,5.5,,,,5.5,,,,10,,,,0,,,,0,,,,F,,,,,,0,,,,TORINO,,,
BARRETO E,,,3,4,0,0,,,1,0,,0,0,,,,0,1,,,0,2,,,,,0,0,,,,,,,5.57,6.08,,,5.59,5.98,,,28,32,,,0,0,,,0,0,,,M,M,0,0,,,0,0,,,Sampdoria,Sampdoria
BARRETO E.,,2,,,,,,4,,,0,,,,,2,,,,2,,,,0,,0,,,,1,,6.5,,6.33,,,,6.21,,,,24,,,,0,,,,0,,,,M,,,,,,0,,,,PALERMO,,
BARRIENTOS,10,,,,,,4,,,,,,,0,0,,,,5,,,,0,,0,,,,0,,6.43,,6.29,,,,5.93,,,,28,,,,0,,,,0,,,,M,,,,,,0,,,,CATANIA,,,
BARTOLINI,0,,,,,,0,,,,,,,0,0,,,,0,,,,0,,0,,,,0,,6,,6,,,,6,,,,1,,,,0,,,,0,,,,F,,,,,,0,,,,LIVORNO,,,
BARZAGLI,3,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.19,6.33,6.19,6.33,6.34,6.1,6.33,6.44,6.27,6.15,26,9,31,20,0,0,0,0,0,0,0,0,D,D,D,D,0,0,0,0,0,0,JUVENTUS,JUVENTUS,Juventus,Juventus
BASANTA,,3,,,,,,0,,,0,,,,,0,,,,2,,,,0,,0,,,,0,,5.89,,5.89,,,,5.7,,,,23,,,,0,,,,0,,,,D,,,,,,0,,,,FIORENTINA,,
BASELLI,1,6,6,6,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,2,4,6,0,0,0,0,0,0,0,0,5.86,6.35,5.86,6.25,6.5,6.5,5.88,6.1,6.21,5.97,21,20,33,34,0,0,0,0,0,0,0,0,M,M,M,M,0,0,0,0,0,0,ATALANTA,ATALANTA,Torino,Torino
BASHA,2,1,,,,,0,0,,,0,,,0,1,1,,,0,1,,,0,0,0,0,,,0,0,5.86,6.2,5.86,6.2,,,5.97,5.9,,,18,5,,,0,0,,,0,0,,,M,M,,,,,0,0,,,TORINO,TORINO,,
BASSI,,0,0,0,0,0,,0,0,0,0,0,0,,,0,0,0,,0,0,0,,0,,17,3,0,,0,,3.43,,3.43,3.5,0,,5.86,6.5,0,,7,1,0,,0,0,0,,0,0,0,,G,G,G,0,0,,0,0,0,,EMPOLI,Atalanta,Atalanta
BASTA,4,5,1,2,0,0,1,2,0,2,0,1,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,6.21,6.09,6.18,6.02,5.68,6.06,5.93,6.11,5.7,5.91,28,27,22,27,0,0,0,0,0,0,0,0,D,D,D,D,0,0,0,0,0,0,UDINESE,LAZIO,Lazio,Lazio
BASTIEN,,,,0,,0,,,,0,,,0,,,,,0,,,,1,,,,,,0,,,,,,,,5.88,,,,5.62,,,,12,,,,0,,,,0,,,,M,,0,,,,0,,,,Chievo
BASTONI,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,6,,,,6,,,,3,,,,0,,,,0,,,,D,,0,,,,0,,,,Atalanta
BASTOS,1,,,4,,0,0,,,0,,,0,0,0,,,1,1,,,0,0,,0,,,0,0,,6,,6,,,5.4,5.75,,,5.7,10,,,10,0,,,0,0,,,0,M,,,D,,0,0,,,0,ROMA,,,Lazio
BASTRINI,0,,,,,,0,,,,,,,0,0,,,,0,,,,0,,0,,,,0,,6,,6,,,,6,,,,1,,,,0,,,,0,,,,D,,,,,,0,,,,CAGLIARI,,,
BEGHETTO,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,5.67,,,,5.67,,,,3,,,,0,,,,0,,,,M,,0,,,,0,,,,Genoa
BEHRAMI,3,,,,,,0,,,,,,,1,0,,,,0,,,,0,,0,,,,0,,6.06,,6.06,,,,6.25,,,,18,,,,0,,,,0,,,,M,,,,,,0,,,,NAPOLI,,,
BELEC,,,1,,0,,,,0,,,0,,,,,0,,,,0,,,,,,41,,,,,,,,4.85,,,,6.13,,,,30,,,,0,,,,0,,,,G,,0,,,,1,,,,Carpi,
BELFODIL,1,4,,,,,1,2,,,0,,,0,1,0,,,0,1,,,0,1,0,0,,,0,0,5.48,5.75,5.43,5.66,,,5.5,5.61,,,21,22,,,0,0,,,0,0,,,F,F,,,,,0,0,,,LIVORNO,PARMA,,
BELINGHERI,0,,,,,,0,,,,,,,0,0,,,,0,,,,0,,0,,,,0,,5.5,,5.5,,,,5.5,,,,3,,,,0,,,,0,,,,M,,,,,,0,,,,LIVORNO,,,
BELLINI,0,2,4,,0,,0,0,0,,0,0,,1,0,1,0,,0,0,1,,0,0,0,0,0,,0,0,5.79,5.47,5.79,5.47,5.93,,6.07,5.6,5.87,,7,15,15,,0,0,1,,0,0,0,,D,D,D,,1,,0,0,0,,ATALANTA,ATALANTA,Atalanta,
BELLOMO,1,0,,,,,0,1,,,0,,,0,0,0,,,1,0,,,1,0,0,0,,,0,0,6.4,6.33,6.4,6,,,5.9,6,,,5,3,,,0,0,,,0,0,,,M,M,,,,,0,0,,,TORINO,CHIEVO,,
BELLUSCI,3,,,15,,0,0,,,0,,,0,0,2,,,0,0,,,1,0,,0,,,0,0,,5.47,,5.47,,,5.59,5.65,,,5.73,20,,,33,0,,,0,0,,,0,D,,,D,,0,0,,,0,CATANIA,,,Empoli
BELOTTI,,3,4,5,0,0,,1,3,3,0,0,0,,,0,0,0,,5,12,24,,1,,0,0,0,,3,,6.45,,6.42,7.29,8.54,,5.97,6.21,6.56,,30,34,35,,1,4,2,,1,0,3,,F,F,F,4,5,,0,0,0,,PALERMO,Torino,Torino
BENALI,,,,4,,0,,,,2,,,0,,,,,1,,,,6,,,,,,0,,,,,,,,6.35,,,,5.83,,,,33,,,,0,,,,0,,,,M,,0,,,,0,,,,Pescara
BENALOUANE,7,12,,,,,1,0,,,0,,,1,0,1,,,0,1,,,0,0,0,0,,,0,0,5.62,5.59,5.57,5.59,,,5.83,5.74,,,21,27,,,0,0,,,0,0,,,D,D,,,,,0,0,,,ATALANTA,ATALANTA,,
BENASSI,4,8,7,5,0,0,1,1,1,2,0,0,0,0,1,0,0,0,2,3,3,5,0,0,0,0,0,0,0,0,6.03,6.22,5.97,6.17,6.3,6.52,5.83,5.96,6.07,5.98,20,23,28,27,0,0,0,0,0,0,0,0,M,M,M,M,0,0,0,0,0,0,LIVORNO,TORINO,Torino,Torino
BENATIA,8,,,3,,0,0,,,0,,,0,0,0,,,0,5,,,1,0,,0,,,0,2,,6.82,,6.82,,,6.3,6.48,,,6.2,33,,,15,0,,,0,0,,,0,D,,,D,,0,0,,,0,ROMA,,,Juventus
BENEDETTI,,2,,,,,,1,,,0,,,,,0,,,,0,,,,0,,0,,,,0,,5.8,,5.6,,,,5.8,,,,5,,,,0,,,,0,,,,D,,,,,,0,,,,CAGLIARI,,
BENTANCOURT,0,,,,,,0,,,,,,,0,0,,,,0,,,,0,,0,,,,0,,5.5,,5.5,,,,5.5,,,,2,,,,0,,,,0,,,,F,,,,,,0,,,,ATALANTA,,,
BENTIVEGNA,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,5.5,,,,5.5,,,,1,,,,0,,,,0,,,,F,,0,,,,0,,,,Palermo
BENTIVOGLIO,3,,,,,,0,,,,,,,0,0,,,,1,,,,0,,0,,,,0,,5.78,,5.78,,,,5.69,,,,16,,,,0,,,,0,,,,M,,,,,,0,,,,CHIEVO,,,
